date_debut_panne;heure_debut_panne;date_fin_panne;heure_fin_panne;ligne;station;num_equip;commentaire;motifs;type_equipement;annee_debut_panne;duree_indispo;jour_indispo;id
20/01/2024;;31/03/2024;;A;Ampère ;Esc. 2702;Roulements arbre d’entraînement de chaînes de marches  HS;;escalier;2024;;;2702.0
20/01/2024;;30/05/2024;;A;Ampère ;Esc. 2702;Roulements arbre d’entraînement de chaînes de marches  HS;Panne;escalier;2024;;;2702.0
20/01/2024;;24/01/2024;17:15;D;Mermoz;Asc. 721;Capteur de selection HS ;;ascenseur;2024;;;721.0
20/01/2024;;23/01/2024;11:00;D;Valmy;Asc. 832;Problemes centrale hydraulique;;ascenseur;2024;;;832.0
22/01/2024;7:00;22/02/2024;12:31;D;Valmy;Esc. 8302;FM935 - Remplacement armoire de commandes;;escalier;2024;749.5166666666667;31.22986111111111;8302.0
24/01/2024;;01/02/2024;15:00;A;Laurent Bonnevay;Esc. 1602;Suite vandalisme poulie motrice de l’entraînement de main courante côté gauche HS;;escalier;2024;;;1602.0
26/01/2024;;29/02/2024;17:15;D;Mermoz;Esc. 7202;Empilement de marches;;escalier;2024;;;7202.0
28/01/2024;16:44;07/02/2024;18:00;B;Saxe Gambetta ;Esc. 4402;Probleme alimentation transformateur d' isolement  ;;escalier;2024;241.26666666666668;10.052777777777779;4402.0
29/01/2024;;28/02/2024;;A;Flachet ;Esc. 1802;Talon de main courante HS ;;escalier;2024;;;1802.0
29/01/2024;11:46;30/01/2024;20:00;T1;IUT Feyssine;Asc. 961;Porte HS suite vandalisme ;;ascenseur;2024;32.233333333333334;1.3430555555555557;961.0
29/01/2024;;31/01/2024;;B;Oullins Centre ;Asc. 513;Carte BLCUM palière déprogrammée ;;ascenseur;2024;;;513.0
30/01/2024;16:00;01/02/2024;10:00;D;Bellecour;Esc. 2607;Contact de peigne HS;;escalier;2024;42.0;1.75;2607.0
30/01/2024;05:15;01/02/2024;15:00;F;Minimes;Asc. 923 ;Fin de courses ouverture et fermeture HS;;ascenseur;2024;57.75;2.40625;923.0
02/02/2024;07:49;27/02/2024;00:40;D;Guillotière ;Asc. 793;Enroulements moteur HS;;ascenseur;2024;592.85;24.702083333333334;793.0
02/02/2024;17:26;02/02/2024;23:20;F;Minimes;Asc 921/923;Probleme alim station;;ascenseur;2024;5.9;0.24583333333333335;921.0
02/02/2024;09:28;23/02/2024;00:00;B;Oullins Centre ;Esc. 5107;"Disjonctions armoire de manœuvre - 
câbles de puissance moteur défectueux";;escalier;2024;494.53333333333336;20.605555555555558;5107.0
02/02/2024;17:50;04/02/2024;10:52;D;Valmy;Asc. 832;Cablettes basse HS + reglages contre poids;;ascenseur;2024;41.03333333333333;1.7097222222222221;832.0
03/02/2024;00:00;03/05/2024;00:00;B;Charpennes;Esc. 2103;Chaines de marche HS - A remplacer ;;escalier;2024;2160.0;90.0;2103.0
03/02/2024;12:15;01/06/2024;13:31;A;Laurent Bonnevay;Esc. 1602;Probleme court-circuit et masse sur la chaine de sécurité - Rongeurs;Panne;escalier;2024;2857.266666666667;119.05277777777779;1602.0
03/02/2024;04:27;05/02/2024;06:51;T1;Manufacture ;Esc. 9701 ;DP HS - en commande reception avril ;;escalier;2024;50.4;2.1;9701.0
04/02/2024;17:26;26/02/2024;20:27;D;Bellecour;Esc. 2601;Main courante HS ;;escalier;2024;531.0166666666667;22.125694444444445;2601.0
06/02/2024;13:48;13/02/2024;00:28;B;Guichard;Asc. 432;Capteur de selection HS + Court circuit éclairage;;ascenseur;2024;154.66666666666666;6.444444444444444;432.0
08/02/2024;16:54;09/02/2024;05:06;B;Guichard;Asc. 431;Probleme carte alimentation ascenseur;;ascenseur;2024;12.2;0.5083333333333333;431.0
13/02/2024;17:43;19/02/2024;12:52;D;Bellecour;Asc. 261;Problèmes d’opérateur de porte ;;ascenseur;2024;139.15;5.797916666666667;261.0
14/02/2024;16:10;26/02/2024;15:00;B;Jean jaures;Asc. 462;Poulie de déflection sous quille roulement HS;;ascenseur;2024;286.8333333333333;11.951388888888888;462.0
16/02/2024;23:00;29/02/2024;;F;Fourviere;Asc. 911;Travaux annuel;;ascenseur;2024;;;911.0
16/02/2024;05:58;17/02/2024;02:06;B;Guichard;Asc. 432;Arret fuite d'eau;;ascenseur;2024;20.133333333333333;0.8388888888888889;432.0
16/02/2024;14:18;18/02/2024;16:13;D;Sans souci;Asc. 762;Réglages portes NOK  ;;ascenseur;2024;49.916666666666664;2.079861111111111;762.0
19/02/2024;06:00;18/03/2024;;D;Valmy;Esc. 8301;FM935 - Remplacement armoire de commandes;;escalier;2024;;;8301.0
22/02/2024;10:13;25/04/2024;18:15;A;Flachet ;Esc. 1802;Plaque porte peigne sup HS;Panne;escalier;2024;1520.0333333333333;63.33472222222222;1802.0
23/02/2024;21:15;23/03/2024;;D;Grange Blanche ;Esc. 7403;Empilement de marches ;;escalier;2024;;;7403.0
24/02/2024;16:10;25/02/2024;17:02;A;Bellecour;Asc. 264;Probleme thermique moteur ;;ascenseur;2024;24.866666666666667;1.0361111111111112;264.0
26/02/2024;04:49;27/02/2024;00:30;B;Guichard;Asc. 432;Arret fuite d'eau;;ascenseur;2024;19.683333333333334;0.8201388888888889;432.0
27/02/2024;8:00;28/02/2024;13:00;D;Valmy;Esc. 8302;Essais + OPR FM935 ;;escalier;2024;29.0;1.2083333333333333;8302.0
01/03/2024;21:33;05/03/2024;20:00;D;Gare de Vénissieux;Esc. 7003;Plaques porte peignes HS ;;escalier;2024;94.45;3.935416666666667;7003.0
01/03/2024;08:25;13/03/2024;18:00;D;Guillotière ;Esc. 7901;Alignement de chaines de marche NOK + Axes entrainement HS ;;escalier;2024;297.5833333333333;12.399305555555555;7901.0
03/03/2024;20:10;06/03/2024;18:22;B;Oullins Centre ;Esc. 5105;Contact de la chaine d'entraienement NOK + Déplacement peigne;;escalier;2024;70.2;2.9250000000000003;5105.0
05/03/2024;;10/03/2024;20:14;B;Jean jaures;Asc. 461;Contact fin de course haut NOK + serrure HS + reprise reglage porte;;ascenseur;2024;;;461.0
05/03/2024;;06/03/2024;10:44;B;Oullins Centre ;Esc. 5107;Main courante gauche NOK;;escalier;2024;;;5107.0
11/03/2024;;13/03/2024;18:00;D;Mermoz;Asc. 722 ;Remplacement poulie ;;ascenseur;2024;;;722.0
12/03/2024;00:24;11/04/2024;12:00;B;Oullins Centre ;Esc. 5107;Main courante gauche NOK + Carte elec frein secour NOK;Panne;escalier;2024;731.6;30.483333333333334;5107.0
12/03/2024;;05/04/2024;08:02;D;Valmy;Esc. 8303;FM935 - Remplacement armoire de commandes;;escalier;2024;;;8303.0
13/03/2024;8:30;26/03/2024;18:48;B;Charpennes;Asc. 213;Remplacement poutre de maintien du seuil cabine HS + contact securite passerelle cabine hs;;ascenseur;2024;322.3;13.429166666666667;213.0
14/03/2024;09:00;20/03/2024;14:56;B;Brotteaux;Esc. 4101;Roulements arbre d’entraînement de chaînes de marches  HS;;escalier;2024;149.93333333333334;6.247222222222223;4101.0
16/03/2024;19:25;17/03/2024;11:17;A;Gratte Ciel;Esc. 1901;Probleme réglages patins de marches ;;escalier;2024;15.866666666666667;0.6611111111111111;1901.0
16/03/2024;05:00;19/03/2024;09:41;D;Monplaisir Lumiere ;Asc. 751;Interphonie HS - intervention UMEQ;;ascenseur;2024;76.68333333333334;3.195138888888889;751.0
19/03/2024;06:00;21/03/2024;16:30;D;Guillotière ;Asc. 793;Defaut serrure porte palieres niveau haut ;;ascenseur;2024;58.5;2.4375;793.0
21/03/2024;;24/03/2024;17:50;B;Oullins Centre ;Esc. 5105;Borne alim en amont du transfo d' isol HS (Non SCH);;escalier;2024;;;5105.0
25/03/2024;09:57;31/05/2024;;B;Debourg;Esc. 4702;Roulements de l’arbre d’entrainement des chaines de marches sont défectueux + arbre de main courante;;escalier;2024;;;4702.0
25/03/2024;17:43;29/03/2024;05:16;A;République;Esc. 2002;Bobine du frein principale HS;;escalier;2024;83.55;3.4812499999999997;2002.0
01/04/2024;1:33;02/04/2024;16:00;A;Flachet ;Esc. 1801;Borne transformateur isolement HS ;Panne;escalier;2024;38.45;1.6020833333333335;1801.0
02/04/2024;09:47;01/06/2024;05:30;A;Bellecour;Esc. 2610;Empilement de marches;Panne;escalier;2024;1435.7166666666667;59.82152777777778;2610.0
03/04/2024;08:30;30/04/2024;12:45;D;Gare de Vaise;Esc. 8404;FM935 - Remplacement armoire de commandes;Amélioration;escalier;2024;652.25;27.177083333333332;8404.0
04/04/2024;10:44;09/04/2024;18:00;D;Guillotière ;Esc. 7904;Main courante cassée ;Usure;escalier;2024;127.26666666666667;5.302777777777778;7904.0
04/04/2024;16:25;08/04/2024;11:38;B;Oullins Centre ;Esc. 5105;"MC bloquée - probleme depuis la mise en route
idem sur 5107 OCE ";Panne;escalier;2024;91.21666666666667;3.8006944444444444;5105.0
05/04/2024;19:00;28/06/2024;;A;Foch;Esc. 2302;Chaine de marche + roulements arbre principal HS;Panne;escalier;2024;;;2302.0
05/04/2024;13:48;08/04/2024;10:27;T4;Manufacture ;Asc. 971;Court circuit sur chaine de sécurité ;Panne;ascenseur;2024;68.65;2.860416666666667;971.0
05/04/2024;07:35;08/04/2024;10:35;T4;Manufacture ;Esc. 9701 ;Problemes DP ;Panne;escalier;2024;75.0;3.125;9701.0
05/04/2024;14:57;08/04/2024;11:23;D;Valmy;Esc. 8303;Bobines de frein principal et secours HS ;Panne;escalier;2024;68.43333333333334;2.851388888888889;8303.0
08/04/2024;06:55;08/04/2024;20:20;B;Gerland;"Asc.
481/482/483";Maintenance UMEQ téléphonie;Amélioration;ascenseur;2024;13.416666666666666;0.5590277777777778;481.0
09/04/2024;13:57;10/04/2024;06:00;D;Valmy;Esc. 8303;Remplacement main courante ;Usure;escalier;2024;16.05;0.6687500000000001;8303.0
10/04/2024;16:47;17/05/2024;;A;Brotteaux;Asc. 412;Problèmes de codeur moteur et de VF + moteur à remplacer ;Panne;ascenseur;2024;;;412.0
10/04/2024;15:57;15/04/2024;18:33;B;Jean jaures;Asc. 462;Nombreux relais HS;Panne;ascenseur;2024;122.6;5.108333333333333;462.0
10/04/2024;06:00;10/04/2024;15:53;D;Valmy;Esc. 8301;Remplacement main courante ;Usure;escalier;2024;9.883333333333333;0.41180555555555554;8301.0
11/04/2024;12:45;12/04/2024;10:26;B;Oullins Centre ;Esc. 5105;"Problème MC - probleme depuis la mise en route
idem sur 5107 OCE ";Panne;escalier;2024;21.683333333333334;0.9034722222222222;5105.0
13/04/2024;01:50;14/04/2024;19:48;A;Charpennes;Asc. 212;Défaut porte;Panne;ascenseur;2024;41.96666666666667;1.7486111111111111;212.0
13/04/2024;16:52;17/04/2024;10:47;C;Croix rousse;Asc. 572;Galets des portes palières HS + reglages;Usure;ascenseur;2024;89.91666666666667;3.746527777777778;572.0
16/04/2024;00:52;23/04/2024;18:00;D;Gare de Vaise;Esc. 8404;MC HS - Aremplacer;Usure;escalier;2024;185.13333333333333;7.713888888888889;8404.0
16/04/2024;13:46;21/04/2024;20:14;T4;Manufacture ;Esc. 9701 ;Problemes DP ;Panne;escalier;2024;126.46666666666667;5.269444444444445;9701.0
16/04/2024;00:24;10/07/2024;;B;Oullins Centre ;Esc. 5107;"Pb adherence MC probleme depuis mise en route
idem sur 5105 OCE ";Panne;escalier;2024;;;5107.0
16/04/2024;00:52;18/04/2024;05:24;D;Valmy;Esc. 8301;Probleme disjonction;Panne;escalier;2024;52.53333333333333;2.1888888888888887;8301.0
24/04/2024;;24/04/2024;16:00;D;Bellecour;Esc. 2607;Remplacement main courante ;Usure;escalier;2024;;;2607.0
27/04/2024;10:35;03/05/2024;20:00;A;République;Asc. 202;Suite vandalisme boite à bouton HS ;Mauvaise utilisation;ascenseur;2024;153.41666666666666;6.392361111111111;202.0
28/04/2024;06:28;30/04/2024;10:45;D;Bellecour;Esc. 2607;Caisson inondé suite intempéries ;Panne;escalier;2024;52.28333333333333;2.178472222222222;2607.0
28/04/2024;04:30;31/05/2024;;A;Masséna ;Asc. 221;Cartes elect HS suite intempéries ;Panne;ascenseur;2024;;;221.0
02/05/2024;11:42;06/05/2024;18:48;F;Minimes;Asc. 921;Disjonctions et masses suite infiltration d'eau;Panne;ascenseur;2024;103.1;4.295833333333333;921.0
06/05/2024;00:20;07/05/2024;16:42;B;Brotteaux;Asc. 411;Reglages portes;Vandalisme ;ascenseur;2024;40.36666666666667;1.6819444444444445;411.0
06/05/2024;06:28;06/05/2024;17:38;D;Saxe Gambetta ;Asc. 441 ;Remplacement du relais de fermeture et Nettoyage du relais de frein;Panne;ascenseur;2024;11.166666666666666;0.46527777777777773;441.0
06/05/2024;05:35;06/05/2024;19:07;D;Valmy;Esc. 8302;Defaut trappe;Mauvaise utilisation;escalier;2024;13.533333333333333;0.5638888888888889;8302.0
07/05/2024;21:10;18/05/2024;12:21;A;Foch;Asc. 232 ;Relais carte manœuvre HS pièce en attente + Pb sur frein;Panne;ascenseur;2024;255.18333333333334;10.63263888888889;232.0
08/05/2024;09:57;10/05/2024;16:14;B;Jean jaures;Asc. 461;Probleme selection ;Panne;ascenseur;2024;54.28333333333333;2.2618055555555556;461.0
08/05/2024;20:05;10/05/2024;17:00;D;Mermoz;c;Fin de course haut HS;Panne;escalier;2024;44.916666666666664;1.8715277777777777;
08/05/2024;16:55;10/05/2024;17:30;B;Oullins gare ;Asc. 501;Contact porte cabine HS;Panne;ascenseur;2024;48.583333333333336;2.024305555555556;501.0
08/05/2024;04:57;08/05/2024;19:10;D;Valmy;Esc. 8302;Defaut trappes;Mauvaise utilisation;escalier;2024;14.216666666666667;0.5923611111111111;8302.0
11/05/2024;12:05;13/05/2024;09:05;D;Grange Blanche ;Asc. 741;Contact cabine HS;Panne;ascenseur;2024;45.0;1.875;741.0
11/05/2024;05:18;12/05/2024;05:40;F;Minimes;Asc. 921;Disjonctions et masses suite infiltration d'eau;Panne;ascenseur;2024;24.366666666666667;1.0152777777777777;921.0
12/05/2024;11:32;13/05/2024;17:14;D;Parilly;Esc.7101;Defaut peigne ;Panne;escalier;2024;29.7;1.2375;7101.0
13/05/2024;4:34;17/05/2024;05:25;A;Cusset;Esc. 1701;plaque porte peigne hs + 4 marches HS (vis);Vandalisme ;escalier;2024;96.85;4.035416666666666;1701.0
13/05/2024;10:17;15/05/2024;17:08;F;Minimes;Asc. 921;Disjonctions et masses suite infiltration d'eau;Panne;ascenseur;2024;54.85;2.285416666666667;921.0
17/05/2024;18:56;18/05/2024;10:02;A;Bellecour;Asc. 264;Defaut thermique moteur centrale hydraulique;Panne;ascenseur;2024;15.1;0.6291666666666667;264.0
17/05/2024;;07/06/2024;12:30;A;Charpennes;Esc. 2102;Empilement de marches;Panne;escalier;2024;;;2102.0
18/05/2024;02:03;20/05/2024;18:38;C;Croix rousse;Esc. 5701;Probleme de survitesse;Panne;escalier;2024;64.58333333333333;2.690972222222222;5701.0
22/05/2024;08:04;23/05/2024;18:10;D;Garibaldi;Asc. 772;Probleme porte suite objet bloqué ;Mauvaise utilisation;ascenseur;2024;34.1;1.4208333333333334;772.0
23/05/2024;17:56;24/05/2024;18:22;T4;Manufacture ;Asc. 971;Défaut cellule porte ;Panne;ascenseur;2024;24.433333333333334;1.0180555555555555;971.0
24/05/2024;17:00;26/05/2024;11:43;D;Bellecour;Esc. 2605;Suite basket coincée revision + reglages+ controles ;Mauvaise utilisation;escalier;2024;42.71666666666667;1.7798611111111111;2605.0
24/05/2024;00:00;27/05/2024;12:50;D;Gare de Vénissieux;Asc. 702;Courroie HS ;Panne;ascenseur;2024;84.83333333333333;3.534722222222222;702.0
25/05/2024;14:00;28/05/2024;11:30;A;République;Esc. 2002;Plaque porte peigne NOK;Mauvaise utilisation;escalier;2024;69.5;2.8958333333333335;2002.0
26/05/2024;05:32;28/05/2024;11:15;D;Guillotière ;Asc. 791;Probleme d'alim asc;Panne;ascenseur;2024;53.71666666666667;2.2381944444444444;791.0
26/05/2024;21:21;27/05/2024;18:00;D;Valmy;Asc. 831;Rupture soupape - fuite d'huile centrale hydraulique;Panne;ascenseur;2024;20.65;0.8604166666666666;831.0
26/05/2024;02:17;27/05/2024;10:22;D;Valmy;Esc. 8302;Problemes frein ;Panne;escalier;2024;32.083333333333336;1.3368055555555556;8302.0
27/05/2024;18:37;28/05/2024;15:25;D;Gare de Vénissieux;Asc. 701;Pb porte cabine ;Vandalisme ;ascenseur;2024;20.8;0.8666666666666667;701.0
27/05/2024;10:07;16/07/2024;14:46;D;Garibaldi;Esc. 7704;Piste de galet de chaine HS ;Usure;escalier;2024;1204.65;50.19375;7704.0
27/05/2024;00:27;05/08/2024;12:31;D;Saxe Gambetta ;Esc. 4406;Défaut entrée main courante (haut droite);Vandalisme ;escalier;2024;1692.0666666666666;70.50277777777778;4406.0
31/05/2024;11:20;19/07/2024;9:53;A;Hotel de Ville ;Esc. 2401;Roulements arbre principal haut HS;Usure;escalier;2024;1174.55;48.93958333333333;2401.0
31/05/2024;17:32;03/06/2024;13:00;T4;Manufacture ;Esc. 9701 ; DP HS;Panne;escalier;2024;67.46666666666667;2.8111111111111113;9701.0
31/05/2024;05:10;02/06/2024;05:17;D;Valmy;Esc. 8302;Problemes frein ;Panne;escalier;2024;48.11666666666667;2.004861111111111;8302.0
01/06/2024;10:30;02/06/2024;11:43;D;Garibaldi;Esc. 7702;Defaut peigne;Panne;escalier;2024;25.216666666666665;1.0506944444444444;7702.0
01/06/2024;10:25;03/06/2024;05:20;D;Laennec;Esc. 7301;Défaut Peigne ;Usure;escalier;2024;42.916666666666664;1.7881944444444444;7301.0
05/06/2024;08:20;06/06/2024;11:26;D;Grange Blanche ;Asc. 741;Poulie HS;Panne;ascenseur;2024;27.1;1.1291666666666667;741.0
06/06/2024;;31/08/2024;;B;Debourg;Esc. 4701;Empilement de marches;Usure;escalier;2024;;;4701.0
06/06/2024;;09/11/2024;;B;Debourg;Esc. 4701;Empilement de marches - Arbre d'entrainement bas HS;Usure;escalier;2024;;;4701.0
08/06/2024;14:45;07/10/2024;14:30;B;Part Dieu;Esc. 4207;Roulements de l’arbre d’entrainement des chaines de marches HS;Usure;escalier;2024;2903.75;120.98958333333333;4207.0
09/06/2024;09:21;14/06/2024;14:00;A;Cusset;Esc. 1701;Plaque porte peigne affaissée;Usure;escalier;2024;124.65;5.1937500000000005;1701.0
09/06/2024;10:23;11/06/2024;09:39;D;Mermoz;Esc. 7202;Affaissement de marches;Usure;escalier;2024;47.266666666666666;1.9694444444444443;7202.0
10/06/2024;11:20;14/06/2024;20:40;B;Gerland;Esc. 4803;Probleme capteurs soulement de marches ;Mauvaise utilisation;escalier;2024;105.33333333333333;4.388888888888888;4803.0
10/06/2024;09:22;11/06/2024;10:45;D;Guillotière ;Esc. 7902;Affaissement de marches;Usure;escalier;2024;25.383333333333333;1.0576388888888888;7902.0
13/06/2024;05:00;15/06/2024;16:36;D;Laennec;Esc. 7301;Probleme tension chaine de marche ;Usure;escalier;2024;59.6;2.4833333333333334;7301.0
14/06/2024;13:00;19/06/2024;12:00;A;Charpennes;Esc. 2101;Probleme bobine frein de secour;Panne;escalier;2024;119.0;4.958333333333333;2101.0
14/06/2024;21:14;25/06/2024;05:34;A;Laurent Bonnevay;Esc. 1602;Plaque porte peigne HS;Usure;escalier;2024;248.33333333333334;10.347222222222223;1602.0
14/06/2024;18:45;17/06/2024;20:00;T4;Manufacture ;Esc. 9701 ;Defaut synchro main courante;Panne;escalier;2024;73.25;3.0520833333333335;9701.0
17/06/2024;08:00;18/06/2024;14:50;C;Hénon;Esc. 5801;"Remplacement chaine entrainement 
main courante + moteur";Usure;escalier;2024;30.833333333333332;1.284722222222222;5801.0
18/06/2024;19:23;20/06/2024;05:11;A;La Soie ;Esc. 1502;Boitier ECD HS;Panne;escalier;2024;33.8;1.4083333333333332;1502.0
18/06/2024;16:05;20/06/2024;09:30;D;Parilly;Asc. 712;Probleme sur l'alimentation de l'asc - personnes bloqués ;Panne;ascenseur;2024;41.416666666666664;1.7256944444444444;712.0
20/06/2024;17:29;21/06/2024;15:51;D;Gorge de loup;Asc. 821;Cablette porte cabine HS ;Usure;ascenseur;2024;22.366666666666667;0.9319444444444445;821.0
21/06/2024;13:57;24/06/2024;08:41;B;Oullins centre ;Esc. 5105;Galets de crosse HS;Usure;escalier;2024;66.73333333333333;2.7805555555555554;5105.0
21/06/2024;20:42;24/06/2024;18:22;D;Parilly;Asc. 712;Probleme de ventilation LMA - Asc se met en surchauffe;Panne;ascenseur;2024;69.66666666666667;2.902777777777778;712.0
22/06/2024;17:05;27/06/2024;15:00;B;Jean jaures;Asc. 461;Infiltration d'eau en machinerie HS;Panne;ascenseur;2024;117.91666666666667;4.913194444444445;461.0
24/06/2024;14:00;24/06/2024;14:31;A;Bellecour;Asc.264;Visite RATP;;ascenseur;2024;0.5166666666666667;0.02152777777777778;264.0
24/06/2024;14:59;24/06/2024;15:40;A;Bellecour;Esc. 2610;Visite RATP;;escalier;2024;0.6833333333333333;0.02847222222222222;2610.0
24/06/2024;16:11;25/06/2024;16:45;A;Bellecour;Esc. 2612;Visite RATP - Probleme guide de main courante ;Usure;escalier;2024;24.566666666666666;1.023611111111111;2612.0
24/06/2024;10:07;24/06/2024;10:49;A;Flachet ;Esc. 1802;Visite RATP;;escalier;2024;0.7;0.029166666666666664;1802.0
24/06/2024;12:00;24/06/2024;12:44;A;République;Esc. 2002;Visite RATP;;escalier;2024;0.7333333333333333;0.030555555555555555;2002.0
25/06/2024;11:37;25/06/2024;12:00;D;Garibaldi;Asc. 771;Visite RATP;;ascenseur;2024;0.38333333333333336;0.015972222222222224;771.0
25/06/2024;12:41;25/06/2024;13:34;D;Garibaldi;Esc. 7702;Visite RATP;;escalier;2024;0.8833333333333333;0.03680555555555556;7702.0
25/06/2024;04:50;17/08/2024;;B;Gerland;Esc. 4803;Galets de chaine HS ;Usure;escalier;2024;;;4803.0
25/06/2024;9:23;25/06/2024;9:40;D;Laennec;Asc. 731;Visite RATP;;ascenseur;2024;0.2833333333333333;0.011805555555555555;731.0
25/06/2024;10:08;13/07/2024;;D;Laennec;Esc. 7301;Visite RATP - Paliers arbre de retournement HS;Usure;escalier;2024;;;7301.0
25/06/2024;15:39;27/06/2024;20:22;D;Parilly;Asc. 712;Probleme sur l'alimentation de l'asc - personnes bloqués - SNEF avisé pour intervention;Panne;ascenseur;2024;52.71666666666667;2.196527777777778;712.0
26/06/2024;16:27;26/06/2024;18:24;A;Charpennes;Asc. 211;Fixation plafond cabine NOK;Panne;ascenseur;2024;1.95;0.08125;211.0
26/06/2024;09:35;26/06/2024;11:04;B;Oullins gare ;Esc. 5002;Visite RATP;;escalier;2024;1.4833333333333334;0.06180555555555556;5002.0
26/06/2024;15:00;27/06/2024;11:16;B;Part Dieu;Esc. 4204;Visite RATP - Jeux entre marches et plinthe;Usure;escalier;2024;20.266666666666666;0.8444444444444444;4204.0
26/06/2024;12:00;27/06/2024;12:10;B;Saxe Gambetta ;Esc. 4403;Visite RATP - problemes brosses + jeux marches;Usure;escalier;2024;24.166666666666668;1.0069444444444444;4403.0
26/06/2024;10:54;26/06/2024;11:10;D;Saxe Gambetta ;Esc. 4408;Visite RATP;;escalier;2024;0.26666666666666666;0.011111111111111112;4408.0
27/06/2024;16:54;30/06/2024;21:05;D;Mermoz;Asc. 722 ;operateur de porte NOK;Panne;ascenseur;2024;76.18333333333334;3.1743055555555557;722.0
28/06/2024;04:40;30/06/2024;08:51;D;Gare de vaise;Esc. 8404;Acces fermé grille HS;****;escalier;2024;52.18333333333333;2.1743055555555553;8404.0
29/06/2024;06:15;30/06/2024;06:18;D;Garibaldi;Esc. 7702;Defaut peigne;Panne;escalier;2024;24.05;1.0020833333333334;7702.0
03/07/2024;17:42 ;11/07/2024;11:46;B;Jean jaures;Asc. 461;Courroie operateur + coulisseaux + contact porte HS + Probleme parachute enclenché + reglages portes;Usure;ascenseur;2024;;;461.0
04/07/2024;09:26;04/07/2024;10:34;D;Guillotière ;Esc. 7903;Chaine de main courante gauche HS - Remplacée;Usure;escalier;2024;1.1333333333333333;0.04722222222222222;7903.0
04/07/2024;08:30;08/07/2024;15:48;B;Oullins Centre ;Esc. 5105;"Pb adherence MC probleme depuis mise en route
idem sur 5107 OCE ";Panne;escalier;2024;103.3;4.304166666666666;5105.0
05/07/2024;10:48;30/09/2024;;A;Masséna ;Esc. 2201;Roulements de l’arbre d’entrainement HS;Usure;escalier;2024;;;2201.0
